Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_family/,83,0,1300.0,1291.6321240962309,23.902300003101118,2908.482200000435,0.0,0.13837503500865939,0.0,1300,1700,1900,2100,2200,2500,2800,2900,2900,2900,2900
GET,/process_family/0046df1d-cf3a-4068-909b-c513fcd1c4ca/,12,0,1500.0,1271.2065750007848,39.53580000961665,2227.8982999996515,5815.0,0.02000602915787847,0.0,1700,1700,1900,1900,2000,2200,2200,2200,2200,2200,2200
GET,/process_family/0061215e-a903-4807-8b89-1dde0d4baa73/,6,0,1900.0,2168.7980166704315,1171.2342000100762,3043.23110000405,7917.0,0.010003014578939234,0.0,2200,2200,2900,2900,3000,3000,3000,3000,3000,3000,3000
GET,/process_family/011e913f-6a33-4854-ada4-79afbcfc05f9/,10,0,390.0,993.9934499998344,14.639099987107329,2664.2577000020538,5455.0,0.016671690964898723,0.0,730,1400,1800,2400,2700,2700,2700,2700,2700,2700,2700
GET,/process_family/0135a029-1840-42d8-9d6d-920297f1f0b8/,8,0,1600.0,1606.9121500004258,151.95640000456478,3545.04279998946,4892.0,0.013337352771918979,0.0,1600,2100,2700,2700,3500,3500,3500,3500,3500,3500,3500
GET,/process_family/01972aa5-e525-463e-99e6-0f53e0b56457/,4,0,1200.0,1423.9182500023162,183.136799998465,2359.996700004558,9491.0,0.006668676385959489,0.0,1900,1900,2400,2400,2400,2400,2400,2400,2400,2400,2400
GET,/process_family/01c26205-b353-48c9-aaa6-3ccc4e9e4815/,10,0,1500.0,1630.3680400014855,326.1579000100028,2523.661200000788,6278.0,0.016671690964898723,0.0,1600,1700,2400,2500,2500,2500,2500,2500,2500,2500,2500
GET,/process_family/01ca79a2-580c-4763-a1da-9bf59ba23605/,10,0,850.0,1172.6072799952817,137.60099999490194,2338.051299986546,9268.0,0.016671690964898723,0.0,1400,1400,1600,1900,2300,2300,2300,2300,2300,2300,2300
GET,/process_family/01cf809d-4497-4e28-b5d2-845527788608/,6,0,1900.0,1629.0684333313645,54.18619999545626,2432.2306999965804,6090.0,0.010003014578939234,0.0,2000,2000,2100,2100,2400,2400,2400,2400,2400,2400,2400
GET,/process_family/01ff7ce7-91d9-46b9-8153-803a5aad0477/,5,0,2100.0,2214.4111599976895,1423.9922999986447,3037.515199990594,9900.0,0.008335845482449361,0.0,2100,2900,2900,3000,3000,3000,3000,3000,3000,3000,3000
GET,/process_family/025d55ee-44e5-4a4d-936f-dfc06075152d/,11,0,1600.0,1641.7156636373627,704.708400007803,2605.874600005336,4677.0,0.018338860061388594,0.0,1600,1900,2000,2000,2300,2600,2600,2600,2600,2600,2600
GET,/process_family/02de7efa-3c2a-4a0c-8c68-c95d1d78b605/,11,0,1900.0,1612.6512454555434,360.22919999959413,2414.3251000059536,11953.0,0.018338860061388594,0.0,1900,2200,2300,2300,2400,2400,2400,2400,2400,2400,2400
GET,/process_family/02fcdb04-b904-4df8-8614-50806ee681ef/,6,0,1300.0,1531.2021166682825,1107.2653000010177,1896.8871999968542,6777.0,0.010003014578939234,0.0,1700,1700,1900,1900,1900,1900,1900,1900,1900,1900,1900
GET,/process_family/031718a7-8cda-4a70-83be-ed3e5b6fd81f/,17,0,1400.0,1283.0129823551567,96.21410000545438,2271.8498000031104,7615.0,0.02834187464032783,0.0,1400,1600,1600,1700,1900,2300,2300,2300,2300,2300,2300
GET,/process_family/035bfd45-ad79-42c4-b847-8bdac879dcdd/,16,0,1300.0,1380.487687502864,820.0202000007266,2349.686900008237,4530.0,0.026674705543837957,0.0,1300,1400,1800,1800,1900,2300,2300,2300,2300,2300,2300
GET,/process_family/03753da3-cb15-4bfe-af61-27c7c02ec09c/,5,0,1600.0,1645.9069199976511,837.6542000041809,2485.996299990802,7372.0,0.008335845482449361,0.0,1600,1700,1700,2500,2500,2500,2500,2500,2500,2500,2500
GET,/process_family/04158637-9c8e-445f-abdf-c5665bb48e76/,12,0,1300.0,1358.4165250006965,686.4245000033407,2221.766299990122,5884.0,0.02000602915787847,0.0,1300,1400,1600,1600,2100,2200,2200,2200,2200,2200,2200
GET,/process_family/047e06c9-e989-4a20-80b4-b43343c5d931/,11,0,1900.0,1725.6637363646985,921.3689000025624,2559.627599999658,8111.0,0.018338860061388594,0.0,1900,2200,2300,2300,2500,2600,2600,2600,2600,2600,2600
GET,/process_family/04c4d18a-6c67-49c7-9728-9fbb0f77f195/,3,0,1300.0,1837.0834333327366,937.2480000020005,3309.5406999927945,6798.0,0.005001507289469617,0.0,1300,1300,3300,3300,3300,3300,3300,3300,3300,3300,3300
GET,/process_family/04d3a54b-a2a3-44dd-9329-15b8506c9430/,14,0,1300.0,1587.429635715255,684.6470000018599,2926.113199995598,4526.0,0.02334036735085821,0.0,1400,1900,2100,2200,2600,2900,2900,2900,2900,2900,2900
GET,/process_family/04ecd92b-1177-45ee-b8d4-80f9727e79b4/,8,0,1600.0,1911.594087496269,657.4041999992914,2989.080200000899,8680.0,0.013337352771918979,0.0,2200,2400,2700,2700,3000,3000,3000,3000,3000,3000,3000
GET,/process_family/056e9a5e-8282-4245-b62c-d97f2a6bc262/,4,0,1400.0,1533.1722749979235,1232.6916000019992,1751.524099992821,5923.0,0.006668676385959489,0.0,1700,1700,1800,1800,1800,1800,1800,1800,1800,1800,1800
GET,/process_family/0576963f-4f75-4bdb-8dfa-8fe4fb354557/,12,0,2200.0,2289.721275000678,782.9148999880999,3385.5249999905936,8207.0,0.02000602915787847,0.0,2300,2800,3200,3200,3300,3400,3400,3400,3400,3400,3400
GET,/process_family/058dcb8f-10b0-4187-b246-082ee4f5c8fa/,10,0,1300.0,1388.6077999995905,779.3445999996038,2113.8389999978244,5857.0,0.016671690964898723,0.0,1500,1600,1700,1700,2100,2100,2100,2100,2100,2100,2100
GET,/process_family/05a71235-4a72-4a7f-8316-26463aa14c37/,11,0,1700.0,1592.9489363664868,80.5955000105314,3226.9353000010597,8861.0,0.018338860061388594,0.0,1700,2600,2900,2900,3000,3200,3200,3200,3200,3200,3200
GET,/process_family/05be666f-fcd1-473b-b2b0-49367640a77b/,13,0,1200.0,1085.9728846150504,105.95219999959227,2391.5240000060294,9146.0,0.02167319825436834,0.0,1200,1500,1700,1800,1900,2400,2400,2400,2400,2400,2400
GET,/process_family/05c3c881-00a4-4832-93a2-0753daf78fa0/,11,0,1200.0,1130.4441545468183,75.14179999998305,2567.9550000058953,5532.0,0.018338860061388594,0.0,1200,1600,1700,1700,1800,2600,2600,2600,2600,2600,2600
GET,/process_family/061762bd-3119-4377-a766-7b9b397ae09e/,8,0,1600.0,1630.0884625015897,296.00650000793394,3608.045300003141,22459.0,0.013337352771918979,0.0,1600,2000,2000,2000,3600,3600,3600,3600,3600,3600,3600
GET,/process_family/06f5c890-5e80-4e3e-8d6d-f1fb8e398874/,11,0,2200.0,2019.932372723071,870.8595999924,3163.8628999935463,8098.0,0.018338860061388594,0.0,2200,2400,2500,2500,2600,3200,3200,3200,3200,3200,3200
GET,/process_family/06fe1066-067a-4836-98e3-b67bc9865b45/,11,0,1100.0,1040.8649363618513,111.15490000520367,2056.5613999933703,8389.0,0.018338860061388594,0.0,1100,1500,1700,1700,1800,2100,2100,2100,2100,2100,2100
GET,/process_family/071121bd-03b1-4480-a797-17ad6d282e72/,1,0,1337.3400999989826,1337.3400999989826,1337.3400999989826,1337.3400999989826,5257.0,0.0016671690964898723,0.0,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
GET,/process_family/078d0905-e538-4b1d-a634-9393ebb18bdc/,10,0,700.0,1038.714049999544,101.77310000290163,2435.4833999968832,5746.0,0.016671690964898723,0.0,720,1200,1200,2400,2400,2400,2400,2400,2400,2400,2400
GET,/process_family/07d08ef8-886b-4ef2-9ced-1a03ffc1b80c/,2,0,9,926.9299000079627,8.83030000841245,1845.029500007513,4282.0,0.0033343381929797447,0.0,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
GET,/process_family/07df65a2-2509-4d43-b87a-f142f1da7780/,11,0,2000.0,1775.9447727280944,768.8480999931926,2401.0427000030177,7125.0,0.018338860061388594,0.0,2000,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400
GET,/process_family/083ce1ac-fcd6-4ebc-952a-52314d820938/,19,0,850.0,945.8836736854497,42.61689999839291,3655.432399988058,6497.0,0.03167621283330757,0.0,850,1100,1200,1500,2100,3700,3700,3700,3700,3700,3700
GET,/process_family/08ac67cc-9874-4cf5-9937-8e081309b000/,9,0,2200.0,2307.9821555584203,785.5463000014424,3308.7594999960857,7919.0,0.01500452186840885,0.0,2200,2500,2900,3000,3300,3300,3300,3300,3300,3300,3300
GET,/process_family/08dcb554-aef6-43a4-aa91-432c86d060c0/,7,0,1600.0,1262.0046428533637,472.19529999711085,1798.9998999983072,5514.0,0.011670183675429106,0.0,1600,1600,1700,1700,1800,1800,1800,1800,1800,1800,1800
GET,/process_family/090e281b-b6d8-4c52-b696-aaca3fde5791/,1,0,1461.6196999995736,1461.6196999995736,1461.6196999995736,1461.6196999995736,5792.0,0.0016671690964898723,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
GET,/process_family/0916f1e4-4309-44fd-a9f2-c70187eb811e/,8,0,1900.0,1814.5481499996094,650.3238000004785,2885.1132999989204,6239.0,0.013337352771918979,0.0,2500,2500,2600,2600,2900,2900,2900,2900,2900,2900,2900
GET,/process_family/09b00776-b404-4378-979f-1a2745087001/,6,0,940.0,1113.0950500034185,736.7486000002827,1924.0672000014456,8010.0,0.010003014578939234,0.0,960,960,1300,1300,1900,1900,1900,1900,1900,1900,1900
GET,/process_family/0a0d5f2d-bbdb-4399-99af-87f28b888fb2/,19,0,1500.0,1552.3955421055066,76.69159999932162,3521.7801999970106,7339.0,0.03167621283330757,0.0,1500,1800,2300,2600,3000,3500,3500,3500,3500,3500,3500
GET,/process_family/0a2af640-03f4-42c5-9d0c-400bd0069b1a/,7,0,1700.0,1457.1103857181567,571.77049999882,2109.7736000083387,8045.0,0.011670183675429106,0.0,1700,1700,1700,1700,2100,2100,2100,2100,2100,2100,2100
GET,/process_family/0aaf06c2-a772-4342-8bd1-5b0fab23666d/,14,0,1400.0,1514.655250000942,623.5122999933083,3245.3282000060426,9596.0,0.02334036735085821,0.0,1400,1600,2000,2100,2200,3200,3200,3200,3200,3200,3200
GET,/process_family/0ab3bc56-9e27-400e-a443-46f9186d1c26/,6,0,1600.0,1409.7864666643243,186.5576999989571,1883.9306000008946,6347.0,0.010003014578939234,0.0,1600,1600,1800,1800,1900,1900,1900,1900,1900,1900,1900
