Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_family/,62,0,390.0,685.9053387076616,30.259799998020753,2541.572600006475,0.0,0.10336543496160269,0.0,390,870,1000,1200,1600,2200,2500,2500,2500,2500,2500
GET,/process_family/0046df1d-cf3a-4068-909b-c513fcd1c4ca/,5,0,110.0,947.3575600044569,31.69220000563655,2550.991199997952,5815.0,0.008335922174322798,0.0,110,2000,2000,2600,2600,2600,2600,2600,2600,2600,2600
GET,/process_family/0061215e-a903-4807-8b89-1dde0d4baa73/,8,0,380.0,848.3509999987291,134.5897999999579,2194.0771999943536,7917.0,0.013337475478916477,0.0,780,1200,1600,1600,2200,2200,2200,2200,2200,2200,2200
GET,/process_family/011e913f-6a33-4854-ada4-79afbcfc05f9/,20,0,320.0,396.9506250003178,18.609899998409674,1242.2030000016093,5455.0,0.03334368869729119,0.0,370,450,480,500,990,1200,1200,1200,1200,1200,1200
GET,/process_family/0135a029-1840-42d8-9d6d-920297f1f0b8/,20,0,280.0,289.07697000104235,18.372000005911104,744.0505999984453,4892.0,0.03334368869729119,0.0,290,440,500,530,590,740,740,740,740,740,740
GET,/process_family/01972aa5-e525-463e-99e6-0f53e0b56457/,7,0,210.0,597.6892285710035,115.48089999996591,1367.5480999954743,9491.0,0.011670291044051918,0.0,210,970,1200,1200,1400,1400,1400,1400,1400,1400,1400
GET,/process_family/01c26205-b353-48c9-aaa6-3ccc4e9e4815/,10,0,450.0,665.0451700013946,303.59860000316985,1195.9413000004133,6278.0,0.016671844348645597,0.0,580,890,1100,1100,1200,1200,1200,1200,1200,1200,1200
GET,/process_family/01ca79a2-580c-4763-a1da-9bf59ba23605/,7,0,320.0,539.0180000041645,145.1462000113679,1124.3570000078762,9268.0,0.011670291044051918,0.0,320,620,1100,1100,1100,1100,1100,1100,1100,1100,1100
GET,/process_family/01cf809d-4497-4e28-b5d2-845527788608/,18,0,490.0,768.747822221485,32.01480000279844,2428.391499997815,6090.0,0.030009319827562074,0.0,590,820,910,1100,2300,2400,2400,2400,2400,2400,2400
GET,/process_family/01ff7ce7-91d9-46b9-8153-803a5aad0477/,6,0,450.0,491.0475999980311,81.14819999900647,1146.9335000001593,9900.0,0.010003106609187358,0.0,480,480,700,700,1100,1100,1100,1100,1100,1100,1100
GET,/process_family/025d55ee-44e5-4a4d-936f-dfc06075152d/,8,0,240.0,403.24690000124974,9.700400012661703,1246.2842999957502,4677.0,0.013337475478916477,0.0,290,380,780,780,1200,1200,1200,1200,1200,1200,1200
GET,/process_family/02de7efa-3c2a-4a0c-8c68-c95d1d78b605/,3,0,1200.0,1134.6311999950558,678.7482999934582,1542.4157999950694,11953.0,0.005001553304593679,0.0,1200,1200,1500,1500,1500,1500,1500,1500,1500,1500,1500
GET,/process_family/02fcdb04-b904-4df8-8614-50806ee681ef/,7,0,680.0,970.3878428595739,240.80600000161212,2963.554900008603,6777.0,0.011670291044051918,0.0,680,840,1100,1100,3000,3000,3000,3000,3000,3000,3000
GET,/process_family/031718a7-8cda-4a70-83be-ed3e5b6fd81f/,14,0,430.0,732.9815285723141,52.09820000163745,2679.3256000091787,7615.0,0.023340582088103835,0.0,650,870,920,1100,1600,2700,2700,2700,2700,2700,2700
GET,/process_family/035bfd45-ad79-42c4-b847-8bdac879dcdd/,9,0,920.0,1008.9612666682418,98.67750000557862,1937.1587000059662,4530.0,0.015004659913781037,0.0,920,1200,1200,1600,1900,1900,1900,1900,1900,1900,1900
GET,/process_family/03753da3-cb15-4bfe-af61-27c7c02ec09c/,12,0,330.0,503.4017083319971,155.0141000043368,1311.3037000002805,7372.0,0.020006213218374716,0.0,420,450,860,860,980,1300,1300,1300,1300,1300,1300
GET,/process_family/04158637-9c8e-445f-abdf-c5665bb48e76/,11,0,900.0,1042.6694818187652,22.320999996736646,2217.8171000123257,5884.0,0.018339028783510156,0.0,900,1200,1600,1600,2100,2200,2200,2200,2200,2200,2200
GET,/process_family/047e06c9-e989-4a20-80b4-b43343c5d931/,10,0,180.0,241.61983999656513,110.02639999787789,673.9728999964427,8111.0,0.016671844348645597,0.0,190,240,290,320,670,670,670,670,670,670,670
GET,/process_family/04c4d18a-6c67-49c7-9728-9fbb0f77f195/,3,0,580.0,735.418033330158,181.11029999272432,1441.8896999995923,6798.0,0.005001553304593679,0.0,580,580,1400,1400,1400,1400,1400,1400,1400,1400,1400
GET,/process_family/04d3a54b-a2a3-44dd-9329-15b8506c9430/,3,0,190.0,303.899366670521,100.94810000737198,623.7275000021327,4526.0,0.005001553304593679,0.0,190,190,620,620,620,620,620,620,620,620,620
GET,/process_family/04ecd92b-1177-45ee-b8d4-80f9727e79b4/,13,0,410.0,488.6759307667559,108.65759999433067,1150.3312999993796,8680.0,0.021673397653239276,0.0,410,630,720,880,1000,1200,1200,1200,1200,1200,1200
GET,/process_family/056e9a5e-8282-4245-b62c-d97f2a6bc262/,4,0,750.0,990.9400750002533,702.0767999929376,1413.7695000099484,5923.0,0.006668737739458239,0.0,1100,1100,1400,1400,1400,1400,1400,1400,1400,1400,1400
